001,005,007,008,035_##$a,040_##$a,040_##$c,040_##$d,045_##$a,100_1#$a,100_1#$c,100_1#$d,100_1#$q,240_1*$a,240_1*$l,245_1*$a,245_1*$b,245_1*$h,260_##$c,300_##$a,300_##$b,500_##$a,505_0#$a,510_4#$a,510_4#$b,510_4#$c,518_##$a,520_##$a,540_##$a,600_00$a,600_00$d,600_00$x,600_07$0,600_07$2,600_07$a,600_07$d,600_10$a,600_10$d,600_10$q,600_10$t,600_10$x,600_17$0,600_17$2,600_17$a,600_17$d,600_17$q,610_10$a,610_10$b,610_17$0,610_17$2,610_17$a,610_17$b,610_20$a,610_20$x,610_20$y,610_27$0,610_27$2,610_27$a,611_27$0,611_27$2,611_27$a,630_#7$0,630_#7$2,630_#7$a,630_00$a,648_#7$2,648_#7$a,650_#0$a,650_#0$v,650_#0$x,650_#0$y,650_#0$z,650_#7$0,650_#7$2,650_#7$a,650_#7$x,651_#0$a,651_#0$x,651_#0$y,651_#0$z,651_#7$0,651_#7$2,651_#7$a,651_#7$z,655_#7$0,655_#7$2,655_#7$a,700_1#$a,700_1#$c,700_1#$d,700_1#$q,710_1#$4,710_1#$a,710_1#$b,830_ *$a,830_ *$p,899_1#$a,905_##$a,948_2#$a,948_2#$b,948_2#$d,948_2#$e,948_2#$x,leader
3601991,20151214183011.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9056;3601991;(OCoLC)63898610;,NIC,NIC,NIC;NIC;,,"Greenburg, Reuben.",,,,,,Being Black and Jewish,,[sound recording],1988.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Jewish Studies Program,Near Eastern Studies, Department
                of,Africana Studies and Research Center.;Speaker(s): Reuben Greenburg is chief of the Charleston Police
                Department.;",,,,,"Lecture, October 24, 1988.","Greenburg addresses anti-semitic and racist trends in the United
                States, tracing similarities and contrasts between the black and Jewish community
                and their impact on images of Jews and blacks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast,Since 1980,Antisemitism;Racism;,,,,United States.;United States.;,(OCoLC)fst00810769;(OCoLC)fst01086616;(OCoLC)fst01122498;,fast;fast;fast;,Antisemitism;Racism;Social history;,,United States,Social conditions,1980- ,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,,,CULectures,20000413120000.0,20141221,m,batch,lts,addfast,01478cim a22003612u 4500
3601994,20151214183011.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9059;3601994;(OCoLC)63898613;,NIC,NIC,NIC;NIC;,,"LaFeber, Walter.",,,,,,"The United States in Latin America: a history of
                intervention",,[sound recording],1988.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Latin American Studies Program (LASP),Committee on
                United States-Latin American Relations (CUSLAR).;Speaker(s): Professor of history, Cornell; author of ""Inevitable
                Revolution"".;",,,,,"Lecture, October 31, 1988.","LeFeber examines the history of U.S. intervention in Latin America
                and relates America's modern Latin American policies to its previous history of
                intervention.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperialism.;Dependency.;,,,,,(OCoLC)fst00890814;(OCoLC)fst01907412;(OCoLC)fst00968126;,fast;fast;fast;,Dependency;Diplomatic relations;Imperialism;,,United States;Latin America;,Foreign relations;Foreign relations;,,Latin America.;United States.;,(OCoLC)fst01245945;(OCoLC)fst01204155;,fast;fast;,Latin America;United States;,,,,,,,,,,,,CUSLAR after dinner discussions.,,CULectures,20000302120000.0,20141221,m,batch,lts,addfast,01615cim a22003852u 4500
3602002,20151214183013.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9067;3602002;(OCoLC)63898624;,NIC,NIC,NIC;NIC;,,"Evans, Robin,",,1944-1993.,,,,Centrality,,[sound recording],1988.,1 sound cassette (90 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Speaker(s): British scholar, currently a visiting professor at
                Harvard.;",,,,,"Lecture, November 3, 1988.","Evans presents a study of the architecture of centralized Renaissance
                churches with emphasis on the manner in which meaning is conveyed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Architecture, Classical.",,,,,(OCoLC)fst00813653,fast,"Architecture, Classical",,,,,,,,,,,,,,,,,,,,Preston H. Thomas memorial lectures.,,CULectures,20000224120000.0,20141221,m,batch,lts,addfast,01065cim a22002892u 4500
3602006,20151214183013.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9071;3602006;(OCoLC)63898629;,NIC,NIC,NIC;NIC;,,"Evans, Robin,",,1944-1993.,,,,Architecture and its three geometries,,[sound recording],1988.,1 sound cassette (90 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Speaker(s): British scholar, currently a visiting professor at
                Harvard.;",,,,,"Lecture, November 4, 1988.","Evans explains what he sees as the three phases of fragmentation in
                20th century architecture: cubism and its application to architecture, function and
                the humanizing of architectural firm, and the decentering of the subject.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Architecture.;Geometry.;,,,,,(OCoLC)fst00813346;(OCoLC)fst00940864;,fast;fast;,Architecture;Geometry;,,,,,,,,,,,,,,,,,,,,Preston H. Thomas memorial lectures.,,CULectures,20000224120000.0,20141221,m,batch,lts,addfast,01237cim a22003132u 4500
3602012,20151214183014.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9077;3602012;(OCoLC)63898636;,NIC,NIC,NIC;NIC;,,"Lustig, Arnost.",,,,,,Screening of Transport to Paradise',,[sound recording],1988.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Council on the Creative and Performing Arts,Music,
                Department of,Russian Literature, Department of,Theatre Arts, Department of,New York
                Council for the Humanities.;Speaker(s): Lustig is a novelist.;",,,,,"Panel, November 5, 1988.","Lustig, who wrote the screenplay to the film ""Transport to
                Paradise"", depicting the plight of Jews during Nazi domination in Germany,
                gives an introduction to the film.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motion pictures,,,,Czechoslovakia.,(OCoLC)fst00975769;(OCoLC)fst01027285;,fast;fast;,Intellectual life;Motion pictures;,,Czechoslovakia,Intellectual life.,,,(OCoLC)fst01212490,fast,Czechoslovakia,,,,,,,,,,,,Festival of Czech culture,"The milieu of Czech literature, film, music: from the 60s to the
                80s.",CULectures,20000330120000.0,20141221,m,batch,lts,addfast,01484cim a22003372u 4500
3602025,20151214183017.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9090;3602025;(OCoLC)63898658;,NIC,NIC,NIC;NIC;,,"Otto, Christian F.",,,,,,The unbearable lightness of building,,[sound recording],1988.,1 sound cassette (75 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Council on the Creative and Performing Arts,Music,
                Department of,Russian Literature, Department of,Theatre Arts, Department of,New York
                Council for the Humanities.;Speaker(s): Professor of Architecture.;",,,,,"Lecture, November 12, 1988.","Otto explores architecture as space through a detailed study of
                churches and secular buildings.",No reproductions authorized.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Architecture;Church architecture.;,,,,Czechoslovakia.,(OCoLC)fst00813346;(OCoLC)fst00860550;,fast;fast;,Architecture;Church architecture;,,,,,,(OCoLC)fst01212490,fast,Czechoslovakia,,,,,,,,,,,,Festival of Czech culture,"The Baroque and the contemporary in Czech art, music,
                literature.",CULectures,20000316120000.0,20141221,m,batch,lts,addfast,01456cim a22003492u 4500
3602028,20151214183017.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9093;3602028;(OCoLC)63898662;,NIC,NIC,NIC;NIC;,,"Schorr, Daniel,",,1916-2010.,,,,The presidency in the media age,,[sound recording],1988.,1 sound cassette (83 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: University Events (Public Affairs), Office
                of.;Speaker(s): Senior news analyst for National Public Radio.;",,,,,"Lecture, November 14, 1988.","Schorr criticizes the role of television in politics today, focusing
                on Ronald Reagan's successful manipulation of television to weave his fantasies
                into a reality for the American public.",,,,,,,,,"Reagan, Ronald.",,,,,(OCoLC)fst00036392,fast,"Reagan, Ronald",,,United States.,President (1981-1989 : Reagan),,,,,,,,,,,,,,,,,,,,Television and politics,,,,United States.,(OCoLC)fst01146689,fast,Television and politics,,,,,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,J. Eric Nordlander lectures.,,CULectures,20000321120000.0,20141221,m,batch,lts,addfast,01420cim a22003492u 4500
3602029,20151214183017.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9094;3602029;(OCoLC)63898663;,NIC,NIC,NIC;NIC;,,"Schorr, Daniel,",,1916-2010.,,,,The Reagan presidency and domestic affairs,,[sound recording],1988.,1 sound cassette (67 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: University Events (Public Affairs), Office
                of.;Speaker(s): Senior news analyst for National Public Radio.;",,,,,"Lecture, November 15, 1988.","Schorr outlines Reagan's three major attributes: speech reading,
                small talk, and ineptitude in dealing with spontaneous affairs. He addresses the
                president's popularity and his future legacy.",,,,,,,,,"Reagan, Ronald.",,,,,(OCoLC)fst00036392,fast,"Reagan, Ronald",,,United States.,President (1981-1989 : Reagan),,,,,,,,,,,,,,,,,,fast,Since 1980,,,,,,(OCoLC)fst01122498,fast,Social history,,United States,Social conditions,1980-,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,J. Eric Nordlander lectures.,,CULectures,20000413120000.0,20141221,m,batch,lts,addfast,01460cim a22003612u 4500
3602031,20151214183017.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9096;3602031;(OCoLC)63898665;,NIC,NIC,NIC;NIC;,,"Meese, Edwin.",,,,,,The Reagan legacy and beyond,,[sound recording],1988.,2 sound cassettes :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: Cornell University Program Board.;Speaker(s): Former United States Attorney General.;",,,,,"Lecture, November 15, 1988.","Meese gives an overview of Reagan's administration and addresses
                the challenges facing President-elect Bush in his upcoming
                administration.",,,,,,,,,"Reagan, Ronald.",,,,,(OCoLC)fst00036392,fast,"Reagan, Ronald",,,United States.;United States.;,President (1981-1989 : Reagan) ;President (1989-1993 : Bush);,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CULectures,20000315120000.0,20141221,m,batch,lts,addfast,01202cim a22003252u 4500
3602047,20151214183019.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9112;3602047;(OCoLC)63898686;,NIC,NIC,NIC;NIC;,,"Otto, Christian F.",,,,,,Cornell on Corbu: the myth of the Corb Academy,,[sound recording],1988.,2 sound cassettes :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: EXEDRA (Cornell student chapter of the Society of
                Architectural Historians),Architecture, Department of,Architecture, Art and
                Planning, College of.;Speaker(s): All speakers are professors of architecture at Cornell
                with the exception of Seligmann, who is the Dean of the School of Architecture,
                Syracuse University.;",,,,,"Symposium, November 19, 1988.","Panel members discuss the relationship between architecture and
                architectural history, particularly the past and present influence of Le
                Corbusier's work and theory on Cornell's design curriculum.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Architectural historians.,,,,,(OCoLC)fst00813269,fast,Architectural historians,,,,,,,,,,,,,"Rowe, Colin.;Fuente, Guillaume Jullian de la.;Hodgen, Lee F.;Shaw, John.;Warke, Val K.;Seligmann, Werner.;",,,,,,,,,CULectures,20000405120000.0,20140701;20141221;,m;m;,cac2;batch;,lts;lts;,addfast,01612cim a22003732u 4500
3602048,20151214183019.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9113;3602048;(OCoLC)63898688;,NIC,NIC,NIC;NIC;,,"Naylor, Gloria.",,,,,,"The evolution of a writer's voice: Gloria Naylor reads and
                reflects on her own work",,[sound recording],1988.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Society for the Humanities.;Speaker(s): Author of ""The Women of Brewster Place"",
                ""Mama Day"" and ""Linden Hills"".;",,,,,"Reading, November 21, 1988.","Naylor describes the development of her literary voice and suggests
                that the legion of voices which have preceded her have molded hers into what it is
                today.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Women authors.;African American women authors.;,,,,,(OCoLC)fst00799477;(OCoLC)fst01177198;,fast;fast;,African American women authors;Women authors;,,,,,,,,,,,,,,,,,,,,,,CULectures,19991217120000.0,20141221,m,batch,lts,addfast,01258cim a22003132u 4500
3602054,20151214183020.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9119;3602054;(OCoLC)63898699;,NIC,NIC,NIC;NIC;,,"Snyder, Mitch.",,,,,,Homeless in America,,[sound recording],1988.,1 sound cassette (85 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: Hotel Administration, School of,Southside Community
                Shelter,Red Cross Emergency Shelter,Center for Religion, Ethics and Social Policy
                (CRESP).;Speaker(s): Community for Creative Non-Violence.;",,,,,"Lecture, November 30, 1988.","Snyder discusses the plight of homeless people who cannot find
                affordable housing in America, suggesting ways in which this problem may be
                alleviated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Homelessness,,,,United States.,(OCoLC)fst00959545;(OCoLC)fst01122498;,fast;fast;,Homelessness;Social history;,,United States,Social conditions.,,,(OCoLC)fst01204155,fast,United States,,,,,"Fennelly, Carol.",,,,,,,,,CULectures,20000324120000.0,20141221,m,batch,lts,addfast,01403cim a22003492u 4500
3602057,20151214183021.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9122;3602057;(OCoLC)63898703;,NIC,NIC,NIC;NIC;,,"Taylor, Joseph H.",,,(Joseph Hooton),,,"Relativity, pulsars and atomic time",,[sound recording],1988.,1 sound cassette (55 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Astronomy, Department of.;Speaker(s): James S. McDonnell Distinguished University Professor of
                Physics, Princeton University.;",,,,,"Lecture, December 1, 1988.","Taylor discusses the mechanisms involved in measuring time with an
                atomic clock, and covers related aspects of pulsars and relativity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relativity (Physics).;Pulsars.;Atomic clocks.;,,,,,(OCoLC)fst00820607;(OCoLC)fst01083913;(OCoLC)fst01093604;,fast;fast;fast;,Atomic clocks;Pulsars;Relativity (Physics);,,,,,,,,,,,,,,,,,,,,Thomas Gold lectures.,,CULectures,20000328120000.0,20141221,m,batch,lts,addfast,01322cim a22003492u 4500
3602058,20151214183021.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9123;3602058;(OCoLC)63898705;,NIC,NIC,NIC;NIC;,,"Colby, William Egan,",,1920-1996.,,,,Covert action in a democracy: the ethical considerations,,[sound recording],1988.,2 sound cassettes :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Ethics and Public Life, Program on,Carnegie Council on
                Ethics and International Affairs.;Speaker(s): Colby was the Director of the U.S. Central Intelligence
                Agency, 1973-76. Beitz is Professor of Political Science at Swarthmore
                College.;",,,,,"Lecture, December 1, 1988.","Colby and Beitz discuss the politics of covert action, debating on
                such aspects as secrecy and efficacy.",,,,,,,,,,,,,,,,,,,United States.,Central Intelligence Agency,(OCoLC)fst00536259,fast,United States.,Central Intelligence Agency,,,,,,,,,,,,,,,,Democracy.;Ethics.;Intelligence service.;,,,,,(OCoLC)fst00890077;(OCoLC)fst00915833;(OCoLC)fst00975848;,fast;fast;fast;,Democracy;Ethics;Intelligence service;,,,,,,,,,,,,,"Beitz, Charles R.",,,,,,,,,CULectures,20000314120000.0,20141221,m,batch,lts,addfast,01545cim a22003732u 4500
3601722,20151214182927.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASF8787;3601722;(OCoLC)63898095;,NIC,NIC,NIC;NIC;,,"Sedgwick, Eve Kosofsky.",,,,,,Billy Budd: after the homosexual,,[sound recording],1989.,1 sound cassette (92 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: Society for the Humanities.;Speaker(s): Professor of English, Duke University.;",,,,,"Lecture, February 20, 1989.","Sedgwick describes the nature of homosexuality as portrayed in
                Melville's ""Billy Budd"". She examines the subject through analysis of
                characters and conflicts and discusses the effect of AIDS on current homosexual
                definition.",,,,,,,,,"Melville, Herman,",1819-1891.,,Billy Budd. ,,,,,,,,,,,,,,,,,,,,,,(OCoLC)fst01356401,fast,"Billy Budd (Melville, Herman)",,,,Homosexuality and literature.,,,,,(OCoLC)fst00959818,fast,Homosexuality and literature,,,,,,,,,,,,,,,,,,,,,,CULectures,20000313120000.0,20141221,m,batch,lts,addfast,01343cim a22003252u 4500
3601741,20151214182930.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASF8806;3601741;(OCoLC)63898123;,NIC,NIC,NIC;NIC;,,"Shammas, Anton.",,,,,,The Intifadeh: stones and afterthoughts,,[sound recording],1989.,1 sound cassette (75 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Arabic and Islamic Studies Committee.;Speaker(s): Visiting Fellow, Institute for the Humanities, University
                of Michigan.;",,,,,"Lecture, March 2, 1989.","Shammas discusses the intransience of the Palestinian Intifadeh
                uprisings and the extent to which its negative implications for Israel are
                transformed to more acceptable conclusions by and for Israelis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palestinian Arabs,,,,Israel.,(OCoLC)fst01051590,fast,Palestinian Arabs,,Palestine.,,,,(OCoLC)fst01204236;(OCoLC)fst01207534;,fast;fast;,Israel;Middle East;,Palestine,,,,,,,,,,,,,CULectures,20000322120000.0,20141221,m,batch,lts,addfast,01310cim a22003252u 4500
3601766,20151214182933.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASF8831;3601766;(OCoLC)63898170;,NIC,NIC,NIC;NIC;,,"Washington, Margaret.",,,,,,"Black women, color, and consciousness: Harriet Jacobs and Pauline
                Breedlove",,[sound recording],1989.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Women's Studies Program,History, Department
                of,Hispanic-American Studies Program (HASP),Asian-American Studies Program,American
                Indian Program,Africana Studies and Research Center.;Speaker(s): Professor of history, Cornell.;",,,,,"Lecture, March 11, 1989.","Thandekile Mvusi of Mount Holyoke College was originally scheduled to
                make this presentation, but was unable to attend the conference. Washington steps in
                to provide her own rough interpretation of this subject, discussing the
                acculturation process in America today in which Blacks lose their identitities and
                conform to white society.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,African American women;Acculturation;Black race;African Americans;,,Color.;Social conditions.;,,United States.;United States.;,(OCoLC)fst00795535;(OCoLC)fst00799438;(OCoLC)fst00799698;(OCoLC)fst00833753;,fast;fast;fast;fast;,Acculturation;African American women;African Americans;Black race;,Social conditions;Color;,,,,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,Women of color in the United States.,,CULectures,19991217120000.0,20141221,m,batch,lts,addfast,01894cim a22003852u 4500
3601773,20151214182935.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASF8838;3601773;(OCoLC)63898180;,NIC,NIC,NIC;NIC;,,"Weddington, Sarah Ragle.",,,,,,The future of abortion,,[sound recording],1989.,2 sound cassettes (100 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Cornell University Program Board,Sigma Phi
                Fraternity.;Speaker(s): Weddington defended Jane Roe in the landmark Roe vs. Wade
                Supreme Court case. Schlafly headed the campaign that defeated the ratification of
                the ERA.;",,,,,"Debate, March 14, 1989.","Weddington and Shlafly debate the ethical aspects of abortion and the
                future of legislation on abortion in the United States. Weddington argues that
                abortion is a woman's legal and moral right of choice; Shlafly argues that
                abortion is murder and should be made illegal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abortion;Abortion;Pro-choice movement.;Pro-life movement.;,,Law and legislation;Moral and ethical aspects.;,,United States.,(OCoLC)fst00794598;(OCoLC)fst00794606;(OCoLC)fst01077721;(OCoLC)fst01077725;,fast;fast;fast;fast;,Abortion;Abortion;Pro-choice movement;Pro-life movement;,Law and legislation;Moral and ethical aspects;,,,,,(OCoLC)fst01204155,fast,United States,,,,,"Schlafly, Phyllis.",,,,,,,,,CULectures,20000406120000.0,20141221,m,batch,lts,addfast,01775cim a22003852u 4500
3601778,20151214182936.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASF8843;3601778;(OCoLC)63898188;,NIC,NIC,NIC;NIC;,,"Hite, Molly,",,1947-,,,,Molly Hite and Fred Muratori read from their works,,[sound recording],1989.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: English, Department of,Graduate Literature
                Club.;Speaker(s): Hite is a professor of English at Cornell and is the
                author of ""Class Porn""; Muratori is the author of ""The Possible""
                a selection of poems.;",,,,,"Reading, March 16, 1989.","Muratori discusses and reads his poems which reflect on perfection v.
                reality as well as the urgency of time. Hite reads from her new book of fiction,
                ""Acquired Immunity"".",,,,,,,,,"Hite, Molly,;Muratori, Fred,;",1947-;1951-;,,,,(OCoLC)fst01456938;(OCoLC)fst01515885;,fast;fast;,"Hite, Molly,;Muratori, Fred,;",1947-;1951-;,,,,,,,,,,,,,,,,,,,,,fast,1900 - 1999,American poetry;American fiction;,,Women authors,20th century.;20th century.;,,(OCoLC)fst00807099;(OCoLC)fst00807348;,fast;fast;,American fiction;American poetry;,Women authors,,,,,,,,,,,,"Muratori, Fred,",,1951-,,,,,Writers at Cornell read.,,CULectures,20000407120000.0,20141221,m,batch,lts,addfast,01680cim a22003972u 4500
3601784,20151214182937.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASF8849;3601784;(OCoLC)63898194;,NIC,NIC,NIC;NIC;,,"Carmichael, Stokely,",,1941-1998.,,,,"Fulfilling our destiny: self-empowerment in the face of
                oppression",,[sound recording],1989.,2 sound cassettes (150 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Ujamaa Residential College.;Speaker(s): Kwame Toure, formerly known as Stokely Carmichael, is the
                former prime minister of the Black Panthers.;",,,,,"Lecture, March 29, 1989.","Toure discusses the ties of black people to Africa, the ways in which
                they are discriminated against in America through capitalism and oppression, and the
                need for blacks to unite in a conscious effort to stop injustice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"African Americans;Associations, institutions, etc.;Capitalism;Race discrimination;",,African American membership.,,Africa.;United States.;United States.;,(OCoLC)fst00799558;(OCoLC)fst00819171;(OCoLC)fst00846425;(OCoLC)fst01086465;,fast;fast;fast;fast;,"African Americans;Associations, institutions, etc.;Capitalism;Race discrimination;",African American membership,,,,,(OCoLC)fst01239509;(OCoLC)fst01204155;,fast;fast;,Africa;United States;,,,,,,,,,,,,,,CULectures,20000114120000.0,20141221,m,batch,lts,addfast,01754cim a22003852u 4500
3602403,20151214183122.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASF9468;3602403;(OCoLC)63899323;,NIC,NIC,NIC;NIC;,,"Glasser, Ira.",,,,,,The crisis in civil liberties,,[sound recording],1989.,2 sound cassettes :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Public Interest Law Union,Cornell Civil Liberties
                Union,Law School.;Speaker(s): American Civil Liberties Union Executive
                Director.;",,,,,"Lecture, March 30, 1989.","Explains the historical and political context of civil liberties in
                the United States. Shows how the Constitution expresses civil rights and how rights
                are gained. Discusses the political climate surrounding civil rights today,
                detailing the threats posed by groups like the Moral Majority.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civil rights;Constitutional law.;,,,,Unites States.,(OCoLC)fst00862627;(OCoLC)fst00875797;,fast;fast;,Civil rights;Constitutional law;,,,,,,,,,,,,,,,,,,,,,,CULectures,20000214120000.0,20141221,m,batch,lts,addfast,01343cim a22003132u 4500
3601796,20151214182939.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASF8861;3601796;(OCoLC)63898213;,NIC,NIC,NIC;NIC;,,"Mailer, Norman.",,,,,,The right to write,,[sound recording],1989.,2 sound cassettes :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Cornell University Program Board,Alpha Delta Phi
                Fraternity.;Speaker(s): Pulitzer prize winner; co-founder of The Village Voice;
                author of The Armies of the Night, The Naked and the Dead, The Executioner's
                Song, Tough Guys Don't Dance, and other works.;",,,,,"Lecture, April 4, 1989.","Mailer talks of his involvement with the group of writers who spoke
                out against the Ayatollah Khomeni's death threats to Salmon Rushdie and against
                Walden Books, who pulled Rushdie's book, ""Satanic Verses"", from their
                shelves. He recounts the meeting between the writers and a group of Black Muslims to
                come to some understanding of their opposing positions. He tries to convey a sense
                of what Khomeni's threat symbolized to Western writers.",,,,,,,,,"Rushdie, Salman.",,,Satanic verses.,,,,,,,,,,,,,,,,,,,,,,(OCoLC)fst01374831,fast,"Satanic verses (Rushdie, Salman)",,fast,1900 - 1999,"Censorship.;Prohibited books.;Muslims.;Literature, Modern;",,,20th century.,,(OCoLC)fst00850568;(OCoLC)fst01000172;(OCoLC)fst01031029;(OCoLC)fst01078755;,fast;fast;fast;fast;,"Censorship;Literature, Modern;Muslims;Prohibited books;",,,,,,,,,,,,,,,,,,,,,,CULectures,20000120120000.0,20141221,m,batch,lts,addfast,01927cim a22003972u 4500
3601802,20151214182940.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASF8867;3601802;(OCoLC)63898224;,NIC,NIC,NIC;NIC;,,"Lee, Spike.",,,,,,Spike Lee talk about his films,,[sound recording],1989.,1 sound cassette (80 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Africana Studies and Research Center,Third World
                Programming Board,Theatre Arts, Department of,Council on the Creative and Performing
                Arts,Pentangle,Cornell Cinema.;Speaker(s): Filmmaker; director of ""She's Gotta Have
                It"" and ""School Daze"".;",,,,,"Discussion, April 6, 1989.","Following a screening of ""School Daze,"" Lee answers
                questions from the audience regarding such issues as his experiences as a black
                filmaker, his intentions in making the film, and his views on the social and
                political questions it raises.",,,,,,,,,"Lee, Spike.",,,,,(OCoLC)fst00201121,fast,"Lee, Spike",,,,,,,,,,,,,,,,,,,,,,,,African American motion picture producers and directors.;African Americans in motion pictures.;,,,,,(OCoLC)fst00799269;(OCoLC)fst00799733;,fast;fast;,African American motion picture producers and directors;African Americans in motion pictures;,,,,,,,,,,,,,,,,,,,,Toni Morrison lectures.;Rose Goldsen memorial lectures.;,,CULectures,20000329120000.0,20141221,m,batch,lts,addfast,01686cim a22003612u 4500
