001,005,007,008,035_##$a,040_##$a,040_##$c,040_##$d,045_##$a,100_1#$a,100_1#$c,100_1#$d,100_1#$q,240_1*$a,240_1*$l,245_1*$a,245_1*$b,245_1*$h,260_##$c,300_##$a,300_##$b,500_##$a,505_0#$a,510_4#$a,510_4#$b,510_4#$c,518_##$a,520_##$a,540_##$a,600_00$a,600_00$d,600_00$x,600_07$0,600_07$2,600_07$a,600_07$d,600_10$a,600_10$d,600_10$q,600_10$t,600_10$x,600_17$0,600_17$2,600_17$a,600_17$d,600_17$q,610_10$a,610_10$b,610_17$0,610_17$2,610_17$a,610_17$b,610_20$a,610_20$x,610_20$y,610_27$0,610_27$2,610_27$a,611_27$0,611_27$2,611_27$a,630_#7$0,630_#7$2,630_#7$a,630_00$a,648_#7$2,648_#7$a,650_#0$a,650_#0$v,650_#0$x,650_#0$y,650_#0$z,650_#7$0,650_#7$2,650_#7$a,650_#7$x,651_#0$a,651_#0$x,651_#0$y,651_#0$z,651_#7$0,651_#7$2,651_#7$a,651_#7$z,655_#7$0,655_#7$2,655_#7$a,700_1#$a,700_1#$c,700_1#$d,700_1#$q,710_1#$4,710_1#$a,710_1#$b,830_ *$a,830_ *$p,899_1#$a,905_##$a,948_2#$a,948_2#$b,948_2#$d,948_2#$e,948_2#$x,leader
3602135,20151214183037.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASF9200;3602135;(OCoLC)63898849;,NIC,NIC,NIC;NIC;,,"Spero, Nancy,",,1926-2009.,,,,"Protagonists, victims and sexual diference",,[sound recording],1989.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Council on the Creative and Performing Arts,See preplec
                230.;Speaker(s): Painter and collage artist.;",,,,,"Lecture, April 8, 1989.","The lecture consists in a roughly chronological slide presentation
                and explanation of the artist's work. Some of Spero's series and periods
                covered are her Paris black paintings, Artaud paintings, the war series, the Torture
                of Women, and wall paintings.",,,,,,,,,"Spero, Nancy,",1926-2009.,,,,(OCoLC)fst01733196,fast,"Spero, Nancy,",1926-2009,,,,,,,,,,,,,,,,,,,,,,,"Feminism and the arts.;Art, American.;Art criticism.;",,,,,(OCoLC)fst00815895;(OCoLC)fst00815492;(OCoLC)fst00922747;,fast;fast;fast;,"Art, American;Art criticism;Feminism and the arts;",,,,,,,,,,,,,,,,,,,,"Feminist literary theory: is there a possible parallel reading in the
                visual arts?;Visual feminist discourse.;",,CULectures,20000405120000.0,20141221,m,batch,lts,addfast,01630cim a22003852u 4500
3602413,20151214183124.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASF9478;3602413;(OCoLC)63899335;,NIC,NIC,NIC;NIC;,,"Farrakhan, Louis.",,,,,,Student activism in light of the Willard Straight Takeover,,[sound recording],1989.,4 sound cassettes :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Ujamaa Residential College,State of Black
                America.;Speaker(s): Leader of the Nation of Islam.;",,,,,"Lecture, April 21, 1989.","Louis Farrakhan discusses issues related to freedom of speech, racism
                in America, the legitimacy of the use of violence for principles of liberty, the
                problems in American education, the origins of Black civilization, and many other
                diverse topics. He also answers accusations that he is a hatemonger or an
                anti-Semite.",,,,,,,,,"Farrakhan, Louis.",,,,,(OCoLC)fst00179743,fast,"Farrakhan, Louis",,,,,,,,,,,,,,,,,,,,,,,,Race relations;Racism;Black power;Black race;,,History.;History.;History.;,,United States.;United States;United States;,(OCoLC)fst00833747;(OCoLC)fst00833751;(OCoLC)fst01086509;(OCoLC)fst01086616;,fast;fast;fast;fast;,Black power;Black race;Race relations;Racism;,,,,,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01411628,fast,History,,,,,,,,,,CULectures,20000328120000.0,20141221,m,batch,lts,addfast,01767cim a22004092u 4500
3602158,20151214183041.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASF9223;3602158;(OCoLC)63898891;,NIC,NIC,NIC;NIC;,,"hooks, bell,",,1952-,,,,"Critical integration, talking race, resisting rascism",,[sound recording],1989.,2 sound cassettes (115 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Society for the Humanities,See preplec call no
                203.;Speaker(s): Oberlin College.;",,,,,"Lecture, April 23, 1989.","Hooks challenges the intellectual commodification of racial issues
                and gender issues, stressing the destructive nature of scholarly discourse to those
                who are oppressed. She finds that white intellectuals, fearful of disempowerment,
                tend to incorporate challenging issues into intellectual discourse to blur the
                relationship between races.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminism.;Deconstruction.;Race relations.;Sex differences;,,,,,(OCoLC)fst00889137;(OCoLC)fst00922671;(OCoLC)fst01086509;(OCoLC)fst01114321;,fast;fast;fast;fast;,Deconstruction;Feminism;Race relations;Sex differences;,,,,,,,,,,,,,,,,,,,,Feminism and cultural imperialism: politics of difference.;Toni Morrison lectures.;,,CULectures,20000301120000.0,20141221,m,batch,lts,addfast,01645cim a22003852u 4500
3602159,20151214183041.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASF9224;3602159;(OCoLC)63898892;,NIC,NIC,NIC;NIC;,,"Leary, Timothy,",,1920-1996.,,,,[Timothy Leary speaks at Cornell.],,[sound recording],1989.,2 sound cassettes (160 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Cornell Civil Liberties Union.;",,,,,"Lecture, April 23, 1989.","Leary advocates for individuality through a humorous look at the
                traditions and idols of mankind.",,,,,,,,,"Leary, Timothy,",1920-1996.,,,,(OCoLC)fst01427408,fast,"Leary, Timothy,",1920-1996,,,,,,,,,,,,,,,,,,,,,fast,1900 - 1999,Individuality.;Individualism.;,,,,,(OCoLC)fst00970328;(OCoLC)fst00970343;(OCoLC)fst01007815;,fast;fast;fast;,Individualism;Individuality;Manners and customs;,,United States;United States;,History;Social life and customs;Anecdotes.;,1961-1969.;20th century;,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01423876,fast,Anecdotes,,,,,,,,,,CULectures,20000413120000.0,20141221,m,batch,lts,addfast,01488cim a22003972u 4500
3604641,20151214183434.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASG1706;3604641;(OCoLC)63903126;,NIC,NIC,NIC;NIC;,,"Szarkowski, John.",,,,,,Early photography and modernism,,[sound recording],1989.,1 sound cassette (70 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Andrew D. White Professors-At-Large Program.;Speaker(s): Director, Department of Photography; The Museum of Modern
                Art, NYC; Andrew D. White Professor-at-Large.;",,,,,"Lecture, April 27, 1989.","A discussion of the early history of photography and its relation to
                art in those and later times, with particular emphasis on the different mechanical
                techniques of early cameras.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photography;Art and photography.;Cameras.;,,,Early works to 1850.,,(OCoLC)fst00815420;(OCoLC)fst00844732;(OCoLC)fst01061714;,fast;fast;fast;,Art and photography;Cameras;Photography;,,,,,,,,,,,,,,,,,,,,Andrew D. White Professors-At-Large lectures.,,CULectures,20000404120000.0,20141221,m,batch,lts,addfast,01419cim a22003492u 4500
3604647,20151214183435.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASG1712;3604647;(OCoLC)63903140;,NIC,NIC,NIC;NIC;,,"Heiferman, Marvin.",,,,,,"Under the influence: art, photography and media culture",,[sound recording],1989.,1 sound cassette (43 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Herbert F. Johnson Museum of Art.;Speaker(s): Curator, writer and book editor.;",,,,,"Lecture, April 29, 1989.","Heiferman describes the uses of photography by the media and shows
                how the study of photography can be, in actuality, a historical review.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photojournalism.;Semiotics and the arts.;Art and history.;,,,,,(OCoLC)fst00815396;(OCoLC)fst01062022;(OCoLC)fst01112371;,fast;fast;fast;,Art and history;Photojournalism;Semiotics and the arts;,,,,,,,,,,,,,,,,,,,,Crosscurrents: art images/commercial images.;Arthur S. Penn photography symposia.;,,CULectures,20000215120000.0,20141221,m,batch,lts,addfast,01381cim a22003612u 4500
3603273,20151214183248.0,ss|lmnjluz|nuu,991101s1989 nyunnn l eng d,(NIC)notisASG0338;3603273;(OCoLC)63900672;,NIC,NIC,NIC;NIC;,,"Giovanni, Nikki.",,,,,,Nikki Giovanni: an afternoon of poetry,,[sound recording],1989.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Third World Student Programming Board.;Speaker(s): Poet, recording artist and lecturer.;",,,,,"Reading, November 18, 1989.",Giovanni reads six of her poems.,,,,,,,,,"Giovanni, Nikki.",,,,,(OCoLC)fst00049850,fast,"Giovanni, Nikki",,,,,,,,,,,,,,,,,,,,,,fast,1900 - 1999,Poetry,,Modern,20th century.,,(OCoLC)fst01067769,fast,"Poetry, Modern",,,,,,,,,,,,,,,,,,,,Third world festival of the arts 89.,,CULectures,20000404120000.0,20141221,m,batch,lts,addfast,01138cim a22003372u 4500
3603360,20151214183259.0,ss|lmnjluz|nuu,991101s1990 nyunnn l eng d,(NIC)notisASG0425;3603360;(OCoLC)63900841;,NIC,NIC,NIC,,"Haley, Alex.",,,,,,[Alex Haley speaks at Cornell.],,[sound recording],1990.,2 sound cassettes :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Speaker(s): Author.;",,,,,"Address, February 20, 1990, 8:00 pm, Bailey Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,,,,,,00668cim a22002292u 4500
3603452,20151214183307.0,ss|lmnjluz|nuu,991101s1990 nyunnn l eng d,(NIC)notisASG0517;3603452;(OCoLC)63900978;,NIC,NIC,NIC;NIC;,,"Cixous, Hélène,",,1937- ,,,,"The ladder of writing: the school of dreams and the school of
                roots",,[sound recording],1990.,2 sound cassettes :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Women's Studies Program.;",,,,,"Lecture, April 19, 1990.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CULectures,20000310120000.0,,,,,,00718cim a22002292u 4500
3603646,20151214183320.0,ss|lmnjluz|nuu,991101s1990 nyunnn l eng d,(NIC)notisASG0711;3603646;(OCoLC)63901302;,NIC,NIC,NIC;NIC;,,"MacDougall, Bonnie G.",,,,,,Indian architecture and the mythological imagination,,[sound recording],1990.,1 sound cassette (85 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: Summer Session, Extramural Study, and Related Programs,
                Division of.;Speaker(s): Associate professor of architecture, Cornell.;",,,,,"Lecture, July 25, 1990, 7:30 pm, Alumni Hall.",,No reproductions authorized.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer Session lectures.,,CULectures,20000228120000.0,,,,,,00970cim a22002772u 4500
3603508,20151214183313.0,ss|lmnjluz|nuu,991101s1990 nyunnn l eng d,(NIC)notisASG0573;3603508;(OCoLC)63901084;,NIC,NIC,NIC;NIC;,,"Pasternak, E. B.",,1923-,"(Evgeniĭ Borisovich),",,,The creation of Doctor Zhivago,,[sound recording],1990.,1 sound cassette (66 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Department of Russian Literature,Soviet and East
                European Studies Program.;Speaker(s): Eldest son of author of Doctor Zhivago, Senior Pasternak
                Scholar in the Soviet Union.;",,,,,"Lecture, September 17, 1990, 4:30 pm, G-O8, Uris Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CULectures,20000503120000.0,,,,,,00905cim a22002412u 4500
3603541,20151214183315.0,ss|lmnjluz|nuu,991101s1990 nyunnn l eng d,(NIC)notisASG0606;3603541;(OCoLC)63901134;,NIC,NIC,NIC,,"Hays, K. Michael.",,,,,,Mass culture and artistic autonomy,,[sound recording],1990.,1 sound cassette (76 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Architecture, Department of.;Speaker(s): Doctor of Philosophy, MIT.;",,,,,"Lecture, October 15, 1990, 5:30 pm, 120 Baker Laboratory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preston H. Thomas memorial lectures.,,CULectures,19991201120000.0,,,,,,00824cim a22002532u 4500
3603543,20151214183315.0,ss|lmnjluz|nuu,991101s1990 nyunnn l eng d,(NIC)notisASG0608;3603543;(OCoLC)63901136;,NIC,NIC,NIC,,"Hays, K. Michael.",,,,,,Ideology and the production of meaning,,[sound recording],1990.,1 sound cassette (77 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Architecture, Department of.;Speaker(s): Doctor of Philosophy, MIT.;",,,,,"Lecture, October 17, 1990, 5:30 pm, 120 Baker Laboratory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preston H. Thomas memorial lectures.,,CULectures,19991201120000.0,,,,,,00828cim a22002532u 4500
3603750,20151214183327.0,ss|lmnjluz|nuu,991101s1991 nyunnn l eng d,(NIC)notisASG0815;3603750;(OCoLC)63901465;,NIC,NIC,NIC,,"Bhutto, Benazir,",,1953-2007.,,,,[Benazir Bhutto speaks at Cornell.],,[sound recording],1991.,1 sound cassette (51 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Cornell University Program Board,Center for
                International Studies,Sigma Phi Fraternity,Division of Campus Life,Cornell United
                Religious Works,Asian Studies, Dept. of,South Asia Program,Women's Studies
                Program,Program on International Development and Women,Pakistan Students
                Association.;Speaker(s): Former Prime Minister of Pakistan, author of ""Policy
                in Perspective"" and ""Daughter of Destiny"".;",,,,,"Lecture, January 31, 1991, 8:00 pm, Bailey Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Norris Oliphant distinguished speakers.,,CULectures,19991201120000.0,,,,,,01163cim a22002532u 4500
3603786,20151214183329.0,ss|lmnjluz|nuu,991101s1991 nyunnn l eng d,(NIC)notisASG0851;3603786;(OCoLC)63901522;,NIC,NIC,NIC,,"Tobias, Sheila.",,,,,,Schlafly phenomenon,,[sound recording],1991.,1 sound cassette (70 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Women's Studies.;Speaker(s): Founder of Cornell's Women Studies
                Program.;",,,,,"Lecture, February 13, 1991, 12:00 pm, 394 Uris Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,,,,,,00754cim a22002412u 4500
3603717,20151214183324.0,ss|lmnjluz|nuu,991101s1991 nyunnn l eng d,(NIC)notisASG0782;3603717;(OCoLC)63901411;,NIC,NIC,NIC;NIC;,,"Biden, Joseph R.",,,,,,Equal justice under the law,,[sound recording],1991.,1 sound cassette (92 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Cornell Law School,Cornell Public Interest Law
                Union,Vice Provost Office,Institute of Public Affairs,Law Student Association,Prison
                Project,Community and Rural Development Institute,Civil Liberties
                Union,Eco-Justice,Africana Studies and Research Center,Black Law Students
                Association,N.Y.S. Bar Association,A.B.A.;Speaker(s): U.S. Senator, Chair, U.S. Senate Judiciary
                Committee.;",,,,,"Lecture, April 19, 1991, 8:00 pm, Moot Court Room, Myron Taylor
                Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Preserving fair process for indigent criminal defendents in an
                overloaded system.",,CULectures,20000303120000.0,,,,,,01190cim a22002532u 4500
3604446,20151214183414.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(NIC)notisASG1511;3604446;(OCoLC)63902801;,NIC,NIC,NIC,,"Piper, Adrian.",,,,,,Xenophobia and Kantian rationalism,,[sound recording],1992.,1 sound cassette (87 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: Philosophy Students Association,Rose Goldsen
                Fund,Ethics and Public Life Program,Society for the Humanities,Sage School of
                Philosophy.;Speaker(s): Wellesley College.;",,,,,"Lecture, February 27, 1992, 4:30 pm, Room D, Goldwin Smith
                Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theorizing race and racism.,,CULectures,19991201120000.0,,,,,,00956cim a22002652u 4500
3604151,20151214183354.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(NIC)notisASG1216;3604151;(OCoLC)63902253;,NIC,NIC,NIC;NIC;,,"Mosse, George L.",,1918-1999.,"(George Lachmann),",,,Theory of the monument of the Third Reich,,[sound recording],1992.,1 sound cassette (55 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: College of Architecture, Art and Planning,German
                Studies, Dept of,Program of Jewish Studies,Herbert F. Johnson Museum of Art,Western
                Societies Program.;Speaker(s): Professor of history, University of Wisconsin at Madison;
                Clark Fellow, Cornell.;",,,,,"Lecture, April 4, 1992, 7:00 pm, 115 Tjaden Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Architecture, memory, Holocaust: a symposium and exhibit.",,CULectures,20000228120000.0,,,,,,01057cim a22002532u 4500
3604155,20151214183355.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(NIC)notisASG1220;3604155;(OCoLC)63902258;,NIC,NIC,NIC;NIC;,,"Taylor, Mark C.,",,1945- ,,,,Not architecture,,[sound recording],1992.,1 sound cassette (73 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: College of Architecture, Art and Planning,German
                Studies, Dept of,Program of Jewish Studies,Herbert F. Johnson Museum of Art,Western
                Societies Program.;Speaker(s): Professor of religion, Williams College.;",,,,,"Lecture, April 5, 1992, 11:40 am, 115 Tjaden Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Architecture, memory, Holocaust: a symposium and exhibit.",,CULectures,20000328120000.0,,,,,,00969cim a22002532u 4500
3604156,20151214183355.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(NIC)notisASG1221;3604156;(OCoLC)63902259;,NIC,NIC,NIC,,"Milton, Sybil.",,,,,,"Changing meaning and context of Holocaust memorials in
                Germany",,[sound recording],1992.,1 sound cassette (49 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: College of Architecture, Art and Planning,German
                Studies, Dept of,Program of Jewish Studies,Herbert F. Johnson Museum of Art,Western
                Societies Program.;Speaker(s): Senior Resident Historian, United States Holocaust
                Memorial Council.;",,,,,"Lecture, April 5, 1992, 1:40 pm, 115 Tjaden Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Architecture, memory, Holocaust: a symposium and exhibit.",,CULectures,19991201120000.0,,,,,,01027cim a22002532u 4500
